senderID,amount,transactionDate,hasMemo,receiverID,senderAcctTenure,receiverAcctTenure,transactionType,transactionDistance,fraud
75560,154.35,20220714,0,91381,605,789,Bill,31.13,0
41858,117.59,20221220,0,91935,143,89,Personal,19.7,0
59785,11.5,20220106,0,96454,445,800,Bill,8.26,0
12925,49.68,20221112,0,98079,334,168,,34.02,0
67750,20.61,20220917,1,98771,321,417,Bill,15.31,1
43792,56.89,20220820,1,97804,943,599,Bill,47.04,0
59785,16.88,20221220,1,97761,445,336,Gift,3.79,0
59676,64.95,20220204,0,99518,612,859,Bill,8.84,0
44453,9.53,20220810,0,94044,407,377,Gift,12.57,1
50501,62.15,20221228,1,97308,666,246,Gift,11.36,0
12959,158.48,20220410,0,91807,881,773,Bill,5.2,0
11221,39.97,20220625,0,98721,139,514,Personal,9.5,0
40339,69.5,20220531,0,98838,1067,245,Bill,28.95,0
20315,90.61,20220328,0,97339,997,951,Bill,2.48,0
55101,85.9,20220518,0,99305,377,397,Bill,16.38,0
40771,150.19,20220227,0,94408,1033,608,,2.99,0
87695,73.84,20220312,0,95784,997,1049,Personal,19.61,0
60161,55.49,20221120,0,94007,570,65,,5.15,1
58229,95.56,20220316,1,98937,153,1052,Personal,14.65,0
56418,39.83,20220607,1,95613,587,99,Personal,0.04,0
59676,97.89,20220720,0,93164,612,1052,Bill,4.5,0
59785,187.19,20220326,1,94715,445,224,,33.58,0
73632,97.44,20220913,1,98873,773,794,Gift,9.29,0
25391,19.29,20220124,1,96176,805,779,Bill,23.12,0
87630,138.98,20220808,0,99922,721,637,Bill,21.67,0
52745,53.43,20221208,0,98283,716,233,,3.7,0
12479,116.38,20220419,1,92365,711,779,Bill,9.05,0
42666,122.91,20220910,0,98658,114,434,Bill,3.29,0
57496,137.43,20220925,1,90008,225,52,Bill,24.66,0
62218,151.12,20221116,1,94412,628,225,Personal,17.15,0
67238,3.25,20221104,0,94260,407,354,Gift,14.88,0
25391,84.3,20221009,1,97662,805,412,Bill,21.8,0
80829,123.94,20220802,0,95206,229,781,Gift,7.63,0
54347,29.17,20220105,0,96925,69,570,Personal,18.35,0
48469,56.64,20220707,0,98880,336,1006,Bill,26.01,0
60174,84.77,20220715,0,95083,52,207,Bill,3.83,0
57647,84.01,20221212,0,98168,618,241,Bill,31.03,0
42666,20.85,20220515,1,97119,114,860,Bill,15.94,0
57784,68.32,20221019,0,93164,35,1052,Bill,9,1
18725,199.45,20220501,0,93321,20,586,Bill,5.27,0
38750,10.26,20221005,0,98365,925,273,Bill,18.66,0
29738,200.24,20221010,1,94916,910,213,Bill,433.42,0
73845,89.34,20220706,1,97348,342,477,Personal,20.01,0
38179,10.67,20220404,1,95578,894,476,Bill,9.25,0
16049,46.75,20220206,0,91062,902,607,Gift,47.27,0
24429,95.49,20220508,0,96297,188,113,Bill,20.66,0
16904,141.34,20220803,1,93964,838,97,Personal,1.3,0
69190,125.3,20221104,1,99214,805,840,Bill,14.39,0
38179,188.13,20221016,1,98838,894,245,Bill,24.19,0
31503,116.79,20220813,0,98244,475,432,Bill,21.4,0
67670,3.53,20220904,0,98838,465,245,Bill,7.5,0
70327,12.55,20221226,1,96428,581,717,Personal,23.48,0
62092,147.56,20220329,0,95517,223,538,Bill,38.48,0
34900,59.32,20221101,1,93164,517,1052,Personal,21.2,0
67750,46.37,20221126,0,98365,321,273,Personal,3.62,1
38179,98.1,20221219,0,91807,894,773,Personal,12.04,0
32084,72.19,20220809,0,99878,619,96,Personal,1.62,0
14663,38.91,20220922,0,90864,436,1077,Bill,27.88,1
37809,152.79,20220114,1,96307,538,827,Gift,9.29,0
54145,34.5,20220730,1,94007,322,65,Bill,2.87,0
85021,109,20220316,1,94567,854,918,Bill,24.24,0
16571,52.25,20220913,1,91809,119,819,Bill,18.74,0
61197,87.62,20221220,1,95550,543,997,Personal,15.29,0
61735,50.36,20220908,0,90873,413,491,Gift,2.69,1
12925,24.57,20220612,1,98937,334,1052,Personal,4.3,0
34250,68.14,20220705,0,96851,200,534,Personal,38.48,0
73787,43.44,20220719,0,92952,299,157,Gift,15.33,1
81613,66.34,20220829,1,92352,597,278,Bill,10.23,0
16904,209.95,20221203,0,92366,838,262,Bill,0.55,0
54221,19.54,20220619,0,91809,438,819,,5.32,0
20684,136.72,20220122,0,93761,372,527,Personal,4.94,0
52572,7.43,20221223,0,99025,788,134,Bill,6.93,1
51272,133.06,20220203,1,98937,336,1052,Personal,2.64,0
34149,17.41,20220325,0,92365,428,779,,7.7,0
52350,44.65,20221102,0,91863,139,941,Personal,8.22,0
57951,35.93,20221117,0,94916,1072,213,Personal,4.29,0
85032,89.45,20220529,0,98714,150,124,Personal,6.92,0
78649,71.48,20221214,0,95238,690,533,Gift,5.01,0
53885,176.81,20220227,1,93317,602,291,Personal,5.49,0
62892,100.22,20221112,0,91807,1073,773,Gift,16.94,0
50501,120.14,20220927,0,90868,666,814,Bill,22.63,0
79088,121.06,20220301,1,99410,93,636,Personal,13.56,0
83700,22.87,20220907,1,90188,662,120,Personal,9.07,0
52164,180.74,20220701,0,95484,224,662,Personal,9.12,0
31202,156.23,20220525,0,95238,322,533,Gift,12.55,0
85584,50.4,20221008,0,94956,480,303,Personal,8.35,0
77775,28.73,20220613,0,94398,850,408,Gift,27.58,0
78649,123.89,20220426,1,93731,690,652,Gift,10.47,0
21343,29.66,20221030,1,98878,824,593,Bill,15.12,0
16891,13.16,20221024,0,95154,830,916,Bill,8.56,0
26035,51.49,20220818,0,92952,186,157,Bill,19.99,0
13064,17.9,20220809,1,95636,384,183,Personal,19.93,0
50600,91.57,20220925,0,93806,388,788,Personal,26.52,0
35449,101.07,20220724,0,94260,80,354,Personal,23.18,0
72688,138.09,20220420,0,99329,451,526,Personal,23.44,0
86271,166.81,20220921,1,95550,570,997,Personal,6.02,0
44157,39.11,20220203,0,90998,455,449,Bill,34.41,0
22741,21.82,20220503,1,91863,183,941,Bill,4.67,0
50424,51.7,20220821,1,92952,93,157,Gift,10.27,0
77775,72.36,20220312,1,91863,850,941,Personal,1.34,0
42322,60.12,20220224,0,98517,1062,427,Bill,29.56,0
82045,71.34,20220610,1,90998,840,449,Bill,3.92,0
88598,69.4,20220122,1,95578,543,476,Gift,27.81,0
86601,233.5,20220905,0,91807,833,773,Personal,23.86,0
14236,136.61,20220523,1,95517,268,538,Bill,17.54,0
86899,0.08,20220919,1,95169,1006,429,Personal,20.23,0
72477,172.28,20220227,0,97308,360,246,Bill,1.21,0
54879,78.37,20221116,0,93772,999,624,Personal,4.2,0
60280,223.07,20220824,1,93589,916,93,Bill,28.19,0
71979,256.96,20220529,0,94309,705,130,Bill,9.5,0
24171,61.47,20220317,1,98873,514,794,,16.04,0
20279,17,20220620,0,95613,1071,99,Bill,22.89,1
31640,121.26,20220727,1,97119,245,860,Bill,3.99,0
45664,72.43,20220601,0,95206,478,781,Bill,1.01,1
69405,29.6,20220908,0,92631,779,322,Bill,21.44,0
83700,0.52,20220927,0,96428,662,717,Bill,4.32,0
82153,28.92,20220605,0,95809,417,666,Bill,11.11,0
89766,21.26,20220502,0,91258,840,73,Bill,1.96,0
42322,224.37,20220125,1,99922,1062,637,Bill,19.42,0
15695,142.93,20221231,0,99922,671,637,Personal,11.67,1
41951,190.48,20220226,0,98079,,168,Personal,11.45,0
63222,77.24,20221016,0,96967,885,643,Personal,34.33,0
59457,59.83,20221218,0,94512,741,1093,Gift,29.92,1
88932,4.48,20220307,0,97673,534,152,Bill,1.19,0
57784,256.16,20220629,1,98531,35,554,Gift,9.6,0
82153,93.39,20220208,0,92631,417,322,,0.65,0
23737,26.24,20221206,0,94597,631,560,Bill,29.57,0
62218,23.27,20220227,0,96307,628,827,Bill,7.97,0
67670,28.21,20221104,0,92352,465,278,,31.41,0
11221,121.13,20220214,1,93005,139,83,Bill,10.7,1
23728,117.92,20220311,0,96925,699,570,Bill,12.47,0
55101,84.73,20220326,1,96428,377,717,Personal,32.7,0
15188,54.79,20221022,0,99230,726,792,,1.42,1
89524,208.04,20220924,1,97744,1076,135,Bill,8.6,0
72477,39.26,20220412,1,95577,360,597,Bill,37.56,0
58155,111.7,20220222,1,94397,568,726,Gift,43.12,0
41876,133.06,20220805,1,91381,429,789,Personal,6.76,0
29673,195.4,20220925,0,93005,19,83,Personal,22.78,0
17847,178.96,20220228,1,91925,577,700,Gift,11.27,0
10684,62.82,20220119,1,95577,397,597,Personal,48.76,0
80809,0.52,20221102,0,95511,487,158,Personal,14.54,0
39949,79.26,20220621,0,95484,267,662,Bill,48.96,0
17976,76.14,20221024,1,90998,16,449,Bill,2.38,0
19658,129.74,20220116,1,99263,527,698,Bill,0.16,0
71224,69.33,20221201,0,99214,63,840,Gift,1.14,0
86271,73.18,20221121,0,92024,570,20,Bill,0.41,0
51148,250.79,20221111,0,95550,432,997,Bill,24.15,0
87998,17.87,20220323,0,96515,354,340,Gift,4.36,0
61304,54.29,20220903,1,95206,94,781,Gift,10.23,0
86601,174.6,20220710,0,98658,833,434,Gift,22.74,0
27154,110.52,20221204,1,95636,168,183,Gift,8.79,0
12925,41.42,20221003,0,98658,334,434,Personal,11.69,0
61197,180.94,20220615,0,94309,543,130,Bill,6.77,0
14236,24.86,20220715,0,96925,268,570,Gift,3.13,0
14236,81.47,20220310,1,90873,268,491,Gift,31.38,0
61197,5.68,20220316,0,92158,543,931,Bill,9.16,0
45614,77.31,20220503,1,91809,815,819,Bill,2.78,1
80809,157.14,20220422,1,95577,487,597,Personal,23.62,0
34149,53.38,20220302,0,99025,428,134,Bill,1.32,0
18864,41.33,20220911,0,94482,358,475,Bill,5.64,0
43792,208.23,20220105,0,93761,943,527,Bill,17.48,0
66323,100.51,20221201,1,91300,837,903,Personal,2.33,0
86271,14.37,20220212,1,93673,570,833,Personal,9.92,0
62092,94.15,20220823,0,92880,223,1062,Personal,11.71,0
72091,43.81,20220929,1,93544,533,797,Bill,15.66,0
18725,14.66,20220308,0,93772,20,624,Personal,17.59,1
17731,5.99,20221004,1,90237,637,918,Personal,1.38,0
61197,57.4,20220515,1,98658,543,434,Gift,14.03,0
66483,129.08,20220121,1,97662,434,412,Personal,13.89,0
29994,73.34,20221109,0,98406,344,662,Bill,1.01,0
45577,86.24,20220620,1,99331,1006,581,Personal,26.59,0
58066,26.99,20221007,0,95636,556,183,Gift,18.49,0
54879,49.86,20221012,0,97744,999,135,Gift,10.51,0
88300,4.27,20220331,1,98244,695,432,Gift,9.24,1
69190,97.02,20220903,0,95206,805,781,Bill,24.72,0
26592,44.75,20220424,0,90244,525,996,Personal,23.03,0
60280,73.89,20220831,0,93471,916,493,Gift,5.64,0
86601,139.04,20220616,0,96454,833,800,Personal,11.75,0
72091,100.48,20220704,1,95537,533,488,Bill,21.4,0
48269,58.46,20220306,1,95730,986,268,Personal,34.28,1
34250,35.3,20220704,1,93544,200,797,Bill,6.87,0
73632,131.8,20220607,0,95636,773,183,Bill,13.89,0
15781,120.4,20220418,1,93761,80,527,Gift,7.5,0
75293,132.75,20220904,1,92763,440,941,Bill,11.47,0
59294,50.78,20221122,1,98721,526,514,Personal,22.28,0
41876,153.59,20220505,0,98406,429,662,Bill,6.72,0
27827,50.58,20220512,0,91016,1052,799,Bill,8.49,0
71403,28.02,20220712,1,95083,730,207,Bill,9.37,0
85766,178.8,20220420,1,95636,130,183,Bill,1.54,0
74749,92.6,20220916,0,92158,594,931,,28.67,0
71467,41.37,20220701,1,90373,599,480,Gift,9.32,0
51148,103.53,20221019,0,99230,432,792,Personal,10.06,0
14035,114.55,20220418,0,90791,249,712,Bill,5.05,0
26271,96.5,20220326,0,90609,617,271,Personal,26.62,0
60010,64.22,20220401,0,98022,207,517,,4.37,0
55101,68.77,20220125,0,92963,377,449,Bill,4.56,0
55608,22.59,20220913,0,98329,794,232,Bill,16.69,0
27244,120.89,20220401,1,94613,853,136,Bill,2.67,0
31467,107.42,20220208,0,98079,725,168,Gift,5.71,0
45512,27.54,20220826,1,93761,643,527,,14.99,0
55457,57.91,20220726,0,96051,486,999,Personal,2.27,0
59874,127.45,20220421,0,90998,34,449,Personal,15.24,0
43104,64.06,20220122,0,95730,639,268,Gift,15.96,0
24429,157.99,20220902,0,90873,188,491,Gift,2.69,0
72477,16.6,20221124,0,94783,360,986,Personal,21.38,0
65935,107.66,20220630,0,90107,906,784,Personal,20.75,1
72688,218,20220906,1,93005,451,83,Bill,5.51,0
42306,80.49,20220604,0,94412,940,225,Bill,4,0
50501,96.83,20221220,0,94007,666,65,Personal,11.75,0
16049,247.77,20220304,0,90609,902,271,Gift,22.12,0
66483,53.97,20220507,0,99807,434,223,Personal,35.99,0
40771,107.19,20221204,1,93916,1033,1071,Personal,33.13,0
31202,242.32,20220619,1,94245,322,736,Personal,1.96,0
35449,46.37,20221226,0,90244,80,996,Bill,6.98,0
54699,200.22,20220626,1,94260,673,354,Bill,23.69,0
88460,23.72,20220618,1,92702,92,399,Bill,15.27,0
26592,120.72,20221219,1,94397,525,726,Personal,4.5,0
54699,71.64,20221204,1,91258,673,73,Bill,47.5,0
34149,13.21,20220801,0,98658,428,434,Bill,13.73,0
34250,137.75,20220106,1,98531,200,554,Bill,1.72,0
70893,127.9,20220307,0,93806,223,788,Personal,3.82,0
12925,0.27,20220128,1,92233,334,797,Bill,12.05,0
61304,100.73,20221106,0,92631,94,322,,10.41,0
63222,21.57,20220428,0,96297,885,113,Personal,6.26,0
59294,165.28,20220615,1,97662,526,412,,4.04,0
53885,86.11,20221104,0,94597,602,560,Bill,10.29,0
22680,14.65,20220504,1,92366,797,262,Personal,4.86,0
86701,82.85,20220102,0,94715,130,224,,2.24,1
64397,30.17,20221207,1,99214,974,840,Gift,19.87,0
54145,54.37,20220422,0,93317,322,291,Bill,34.34,0
14236,70.67,20221014,0,91017,268,595,Bill,12.76,0
89766,116.8,20220427,0,94245,840,736,Bill,4.17,0
87630,150.67,20220517,1,98517,721,427,Bill,1.36,0
42276,55.73,20220905,1,91807,847,773,,18.49,0
12479,62.08,20221114,1,95493,711,526,,4.1,0
85766,22.55,20220307,0,90244,130,996,Gift,5.32,0
24724,16.07,20221111,0,94408,903,608,Bill,3.78,0
54221,29.63,20221210,0,91224,438,996,Bill,17.72,0
56742,42.26,20220109,0,94007,253,65,Personal,7.99,0
41926,46.89,20220916,0,98099,52,320,Bill,19.38,0
59657,80.14,20220424,1,95206,135,781,Bill,6.48,0
34746,107.67,20220827,0,91925,403,700,,3.24,1
75560,115.98,20220331,0,91115,605,947,Bill,3.02,0
55245,43.83,20221223,0,91351,953,856,Bill,17.91,0
22963,57.49,20220414,1,94783,652,986,Bill,24.09,0
55852,14.56,20220321,0,93772,942,624,Bill,34.02,0
15330,10.26,20221012,1,91115,193,947,Bill,23.35,0
46502,8.18,20221108,0,97308,147,246,Bill,40.01,0
60010,180.14,20220101,1,91966,207,147,Personal,9.97,0
79088,57.19,20220429,1,99329,93,526,Bill,8.71,0
29831,8.62,20221008,0,90563,820,229,,7.93,0
37809,96.11,20220213,1,98771,538,417,Personal,19.38,0
14732,98.97,20220812,0,94512,385,1093,Bill,18.12,0
87998,150.04,20220618,0,93964,354,97,Bill,2.59,0
59874,85.18,20220305,0,91809,34,819,Personal,8.08,0
78687,139.31,20220303,1,90188,162,120,Bill,35.02,0
85021,128.63,20220221,0,98873,854,794,,9.78,0
29831,80.79,20220914,1,91115,820,947,Gift,24.75,0
48469,59.9,20220305,0,96459,336,788,Bill,3.14,0
45512,92.79,20220914,1,96851,,534,Bill,5.76,0
18864,110.55,20220528,1,99518,358,859,,8.98,1
23048,166.64,20220111,1,90864,570,1077,Personal,20.51,0
65340,25.88,20220609,0,95493,1049,526,Bill,37.35,0
46266,51.02,20221010,1,99933,690,1026,Personal,6.02,0
27480,47.61,20220818,1,98838,291,245,Personal,39.42,0
60280,90.28,20220601,0,93544,916,797,Personal,22.45,0
71979,11.83,20220905,0,97662,705,412,,22.25,0
23186,186.2,20221027,0,97348,477,477,Bill,2.71,0
69405,65.06,20221006,0,94567,779,918,Bill,31.02,0
23737,181.48,20220416,0,98771,631,417,Personal,1.3,0
16571,56.81,20220923,0,91925,119,700,Bill,24.99,0
18725,69.71,20220619,1,94309,20,130,Personal,7.57,0
23737,144.47,20220817,1,95238,631,533,Bill,1.58,0
59785,139.14,20220705,0,93761,445,527,,11.07,0
27480,43.03,20220512,1,99277,291,829,Bill,5.09,0
58229,131.15,20220612,1,98804,153,602,Bill,27.83,0
31503,2.33,20221224,1,91034,475,505,Bill,29.9,0
74575,4.05,20221011,1,96773,831,672,Bill,4.96,1
39220,102.64,20220116,0,99933,654,1026,Gift,9.75,0
65918,110.52,20220212,1,97744,925,135,Bill,39.48,0
77775,163.33,20220407,0,90864,850,1077,Personal,23.01,0
47646,83.73,20220729,0,92233,267,797,Bill,9.6,0
72091,43.89,20221006,1,92763,533,941,Gift,17.59,0
45871,164.55,20220403,1,98244,166,432,,2.89,0
61736,62.73,20220322,0,92858,648,820,Bill,0.28,0
22398,149.73,20220524,1,90107,764,784,Bill,22.05,0
72623,153.31,20221115,0,97272,120,894,Bill,0.16,1
69574,67.23,20221024,0,96698,945,476,Bill,385.91,0
74951,65.81,20220106,1,96454,918,800,Bill,14.43,0
54644,97.7,20220702,0,90620,636,618,Bill,39,0
40865,165.14,20221205,0,96297,560,113,Gift,2.78,0
15427,83.64,20220114,1,98880,1026,1006,Personal,7.4,1
40339,35.41,20220528,0,90609,1067,271,Gift,2.58,0
59657,113.55,20221107,0,94408,135,608,Bill,25,1
45512,31.48,20220607,0,99277,643,829,Bill,6.44,0
34900,55.8,20220321,1,95238,517,533,Bill,14.22,0
53502,94.53,20220220,1,95484,713,662,Gift,4.44,0
11897,74.97,20221225,0,96428,1093,717,,38.45,1
61197,182.39,20221227,0,94482,543,475,Bill,7,0
59676,3.33,20220911,0,94139,612,628,Personal,29.37,0
61777,57.25,20220209,0,93960,324,414,Personal,22,0
47108,113.68,20220215,1,94958,1063,1045,Personal,18.06,0
81479,215.42,20220617,1,94613,292,136,Bill,20.24,0
14453,36.34,20220812,0,98658,523,434,Gift,3.53,0
16099,132.21,20220506,0,98721,799,514,Bill,32.53,0
18725,117.24,20220802,0,96875,20,845,Bill,8.95,0
21343,67.4,20220508,0,90868,824,814,Bill,17.87,0
62627,32.91,20220716,0,94245,808,736,Personal,11.7,0
72477,61.05,20220929,0,95206,360,781,Bill,20.92,0
66323,14.26,20221025,1,92151,837,1029,Bill,22.76,0
85021,40.36,20220623,0,98243,854,303,Gift,0.75,1
65340,8.44,20220420,0,93772,1049,624,Personal,14.34,0
88828,44.36,20220104,0,95636,713,183,Personal,18.13,0
26035,201.73,20220515,0,98079,186,168,Personal,0.82,0
74662,8.15,20220316,0,97119,474,860,Personal,16.79,0
19658,69.96,20221207,1,93772,527,624,,25.77,0
51457,98.99,20220917,0,91830,1032,887,Bill,2.84,0
76903,217.89,20220822,0,93806,402,788,Personal,0.01,0
67238,124.17,20221127,1,91666,407,49,Personal,15.32,0
86442,155.73,20220412,0,98425,347,789,Personal,19.01,0
88828,46.68,20221102,0,95013,713,993,Bill,8.09,0
87998,222.2,20220311,1,97251,354,124,Bill,8.73,0
69603,3.04,20220406,0,91386,147,341,Personal,3.7,0
75542,155.04,20221009,1,94512,60,1093,Bill,4.13,0
48469,23.17,20220629,0,94992,336,193,Bill,22.69,0
69405,115.51,20220726,0,98838,779,245,Bill,30.89,0
63354,178.03,20220405,0,97761,856,336,Personal,5.46,0
22586,111.72,20220115,0,98365,218,273,Bill,2.87,0
17731,22.19,20220627,0,93806,637,788,Personal,1.95,0
76949,66.01,20220926,0,94397,859,726,Bill,2.43,0
57647,152.61,20220726,0,92366,618,262,Personal,12.68,0
10822,131.72,20220823,1,92796,273,725,Personal,9.21,0
87630,92.3,20220522,0,99035,721,16,,5.89,0
72477,45.99,20221209,1,95484,360,662,Bill,11.07,0
31634,39.97,20220803,1,97339,742,951,Bill,7.26,0
21343,5.84,20220114,1,98493,824,498,Gift,4.87,0
40672,47.49,20221214,1,94512,1029,1093,Gift,29.81,0
12286,46.8,20220822,0,90868,586,814,Personal,5.79,1
31634,64.42,20220611,0,96875,742,845,,51.11,0
47888,144.25,20220327,1,98517,943,427,Bill,15.27,0
66381,81.93,20220603,1,96875,114,845,Bill,3.92,0
25235,269.91,20221211,1,99305,320,397,Bill,23.96,0
16788,15.25,20221128,0,90791,548,712,Bill,6.82,0
23048,169.87,20220610,0,94544,570,903,Personal,21.14,0
81371,80.83,20220802,0,95809,819,666,Personal,18.39,0
74400,34.9,20220316,0,95238,1077,533,Bill,14.42,0
57784,69.1,20221001,1,95238,35,533,Bill,5.38,0
80887,24.05,20220406,1,96459,779,788,Personal,11.19,0
80154,206.44,20221222,0,91809,281,819,Bill,47.7,0
16049,21.09,20220124,1,91258,902,73,Personal,16.65,0
72091,109.35,20220514,0,93916,533,1071,Bill,28.24,0
23728,148.12,20220511,1,93471,699,493,Bill,2.22,0
59403,109.41,20220319,0,96428,792,717,Bill,16.91,0
81479,64.28,20220831,1,95537,292,488,Personal,21.76,0
71224,59.53,20221015,0,96773,63,672,Bill,7.48,0
86199,223.22,20220223,0,96459,399,788,Bill,11.87,0
14732,85.31,20220613,1,96144,385,225,Bill,22.33,0
43981,63.78,20221209,1,94398,1080,408,Gift,11.58,0
51272,16.7,20220915,1,99922,336,637,Bill,19.58,0
78649,92.7,20221011,1,94309,690,130,Personal,0.49,0
59294,109.06,20220602,0,92133,526,118,Bill,6.77,0
32078,155.46,20220317,0,96773,147,672,Bill,10.08,0
13570,53.13,20220311,0,90943,133,43,Bill,17.44,0
13193,13.63,20221231,1,97744,303,135,Gift,3.31,1
69603,184.34,20220410,0,92702,147,399,Bill,7.63,0
59676,89.68,20221109,1,90791,612,712,Personal,2.71,0
44732,35.07,20220721,1,93005,829,83,Personal,4.02,0
77586,98.92,20220323,1,95537,140,488,Personal,9.41,0
56742,114.2,20220115,0,97251,253,124,Gift,13.54,0
35449,24.25,20221028,0,93317,80,291,Gift,23.4,0
50699,59.1,20221123,1,98243,820,303,Personal,1.44,1
23235,58.37,20220214,1,98723,239,432,Personal,33.11,0
23235,62.52,20220908,1,91809,239,819,Bill,4.33,0
81479,114.19,20220202,0,97119,292,860,Personal,1.68,0
64623,12.77,20221213,0,98714,887,124,Bill,8.85,0
11329,155.78,20221019,0,91115,381,947,Gift,12.76,0
14420,32.56,20220706,0,90609,110,271,Gift,10.58,1
70506,16,20220726,0,98721,472,514,Bill,3.69,0
63354,5.75,20220322,0,93544,856,797,Bill,13.81,0
16099,192.37,20220728,0,91904,799,516,Gift,0.25,0
69237,44.04,20220527,1,95308,781,204,Personal,0.64,0
69390,70.6,20220226,1,97744,285,135,,10.61,1
21607,60.02,20221019,1,93005,137,83,Personal,10.84,1
40771,76.07,20220529,0,94044,1033,377,Gift,17.08,0
69190,144.42,20220124,0,97665,805,94,,4.91,0
64317,48.26,20221121,0,95773,193,677,Personal,31.47,0
75914,82.39,20221011,1,93589,383,93,Gift,7.92,0
49185,138.97,20220817,1,93806,1063,788,Personal,3.74,0
59568,110.75,20220513,1,91863,1024,941,Personal,34.53,1
75560,74.92,20220620,0,95730,605,268,Bill,6.9,0
49185,29.19,20220427,1,95773,1063,677,Bill,32.32,0
85766,4.15,20220420,0,92796,130,725,Personal,14.32,0
70281,19.08,20220310,0,96967,332,643,Personal,4.56,0
21959,2.11,20221201,0,96144,49,225,Bill,1.83,0
76966,59.2,20220717,1,98167,560,321,Gift,9.69,0
58907,70.41,20220714,0,97662,915,412,Bill,29.33,1
35449,63.06,20221113,1,95578,80,476,Personal,326.86,0
86442,92.25,20220613,1,96144,347,225,,13.8,0
12925,46.48,20220811,1,94309,334,130,Gift,23.36,0
42105,146.86,20220209,0,96571,986,140,Bill,16.89,0
50600,29.86,20220517,0,94412,388,225,Personal,16.58,0
38483,73.25,20221016,1,91809,185,819,Gift,26.39,0
77586,32.9,20220921,1,97119,140,860,Personal,5.83,0
31634,4.11,20221210,0,96967,742,643,Personal,32.57,0
31055,14.83,20220719,0,93964,307,97,Bill,5.21,0
75957,28.67,20220724,0,95238,819,533,,4.7,0
23737,225.51,20221108,1,91115,631,947,Personal,3.09,0
76903,46.17,20220403,1,95777,402,188,Gift,15.99,0
72091,0.85,20220121,0,98355,533,239,Personal,8.45,0
62092,100.99,20220619,1,97821,223,720,Gift,2.75,0
71979,68.02,20220523,1,95083,705,207,Bill,5.85,0
87998,95.03,20220813,1,94916,354,213,Gift,21.67,0
43104,91.71,20221017,0,97339,639,951,Gift,38.77,0
75794,99.07,20220214,0,98365,646,273,Bill,15.66,1
66323,27.15,20221226,0,90028,837,742,Personal,31.05,0
88960,39.45,20220724,0,95440,1035,34,Bill,16.66,0
43792,120.51,20220625,0,92763,943,941,Gift,15.28,0
40771,66.77,20220722,0,99230,1033,792,Bill,8.89,0
78082,8.21,20220308,0,93544,246,797,Personal,30.48,1
81479,48.77,20220822,1,91533,292,671,Personal,9.44,0
41876,25.86,20220721,0,98873,429,794,Personal,3.92,0
89524,131.91,20220319,0,99410,1076,636,Bill,11.59,0
17351,21.06,20221006,0,90998,44,449,Personal,22.15,0
33199,31.02,20220914,0,99035,947,16,Bill,6.44,1
88828,35.08,20220629,0,92631,713,322,Gift,37.88,0
34562,30.8,20220802,1,91300,1003,903,Bill,17.54,0
83700,50.26,20220826,1,98406,662,662,Personal,12.71,0
58229,97.82,20221211,0,97119,153,860,Personal,24.47,0
47108,45.57,20220331,0,95527,1063,402,,5.08,0
26271,48.03,20221214,1,95730,617,268,Bill,4.92,0
88940,80.53,20220328,0,94512,760,1093,Bill,35.11,0
70327,121.44,20220530,0,90998,581,449,Bill,11.72,0
73736,28.5,20220331,1,98746,802,322,Bill,20.8,1
74662,53.72,20220804,1,95484,474,662,Bill,10.06,0
88828,75.25,20220101,0,98880,713,1006,Personal,2.99,0
31503,131.33,20220927,0,97761,475,336,Personal,8.05,0
87630,76.62,20221007,1,90719,721,166,Bill,5.14,0
10684,145.42,20220910,1,96875,397,845,Personal,27.53,0
33222,16.7,20220127,1,90188,83,120,Personal,14.92,1
80829,129.89,20221122,0,93005,229,83,Bill,10.9,0
47108,55.62,20220802,0,92346,1063,325,Personal,18.86,0
86701,15.53,20220417,1,93317,130,291,Bill,17.21,0
72409,85.98,20221204,0,98880,1034,1006,Gift,9.02,1
80829,122.03,20221116,1,97339,229,951,Gift,8.62,0
34562,119.47,20220611,0,98099,1003,320,Bill,11.09,0
72477,121.89,20220114,0,90244,360,996,Bill,36.92,0
14453,202.99,20220923,0,92949,523,808,Personal,17.79,0
54347,22.93,20220530,1,91863,69,941,Gift,16.37,1
76903,5.36,20221227,1,93471,402,493,Bill,0.97,0
71467,145.98,20220908,0,94512,599,1093,,45.61,0
16411,4.62,20221003,0,95537,717,488,Bill,1.91,0
89766,74.81,20221029,1,93005,840,83,Personal,26.13,0
16571,136.55,20220701,1,92880,119,1062,Gift,7.5,0
42306,148.66,20220925,0,95730,940,268,Personal,24.23,0
12925,66.95,20220501,1,94544,334,903,Gift,32.28,0
11143,201.3,20221023,0,91966,981,147,,0.16,0
27244,73.38,20220529,0,93964,853,97,Gift,3.74,0
14236,96.2,20220311,0,96454,268,800,Bill,5.39,0
83012,3.16,20220207,0,91258,918,73,Bill,12.97,0
75560,78.74,20220522,1,94245,605,736,Personal,14.28,0
28859,3.48,20220606,0,92720,1045,792,Personal,14.12,0
75914,18.91,20220102,0,99305,383,397,Bill,13.67,0
68830,45.09,20220603,1,92421,20,570,Gift,7.94,0
75293,0.27,20220215,0,97308,440,246,,23.15,0
26271,2.63,20221214,0,97308,617,246,Personal,3.02,0
29831,156.23,20221015,0,92365,820,779,Bill,12.97,0
25235,152.89,20221007,1,98873,320,794,Bill,12.05,0
